idx,class,conversation
603,일반 대화,오빠는 하이큐 애니 봤어?\n 하이큐? 지금 넷플에서 하는 거 아니야?\n 그거 전에 안 봤어?\n 남자는 필수 만화 아닌가?\n 남자 필수 만화는 원피스지 당연히\n 아 미안한데 그거는 남녀노소 불문이거든~?\n 너도 원피스 봤는가 보다 키키\n 응 나도 원피스 좋아해!\n 원피스에 누가 제일 좋은데\n 나는 조로를 제일 좋아해!\n 키키 남자라면 또 에이스가 최애지\n 아 에이스는 기본 옵션 아니냐 ㅜ\n 키키 그치 원피스 눈물의 장면 있잖아\n 알지 밀집 모자를 준 그 때 키야!\n 키키 그땐 나도 같이 울었다\n 그땐 모두 같이 울었지.\n 키키 맞아 잊지 못 할 인생 장면이다
604,일반 대화,"결혼은 몇 살에 하고 싶어~?\n 그냥 막연하게 이때쯤 하면 좋겠다 싶었던 나이?\n 난 40살에 하고 싶었어 너무 늦나? 너는?\n 음 나는 빨리 하고 싶어! 근데 현실적으로는 쉽지 않을 것 같아 ㅠㅠ\n 근데 요즘에는 다들 늦게 하는 추세라 40살도 괜찮은 듯!\n 빨리 하면 몇 살 정도를 말하는 걸까 키키\n 25살? 27살? 30살? 요즘은 30살도 빠르다고 하더라~\n 아 진짜 할 수 있다면 27살 정도에는 하고 싶었어! 근데 왠지 30살이나 30대 초반에 할 듯 해 키키 그냥 내 예상?\n 요즘에는 30대 초반이 그냥 적령기던데\n 맞아 예전에는 30대 초반이 늦은 거였는데 요즘은 적당하거나 오히려 빠른 축에 속하는 거 같애\n 여자는 30살 초반이면 괜찮다고 보는데 이제 남자는 나이 그런 거에 대해서 별로 신경 쓰지 않는 거 같아\n 남자는 50대 미혼도 되게 많더라\n 언니는 결혼할 때 손님들 식사 제공한 거 뷔페식이었어?\n 아니 나는 동시 예식! 자리에 앉아서 2부 보면서 먹는 거였엉 하하\n 근데 자리가 부족해서 1부 때 뒤에 서서 보던 사람들은 그 호텔에 있는 다른 중식당이나 뷔페로 이동해서 먹고 그랬오\n 하객석이 몇 석이었는데? 예상보다 너무 많이 왔었어?\n 코로나 이전이라 좋았겠다~\n 오홍 좋네 좋네 진짜 코로나 이전에 해서 다행이긴 하다 ㅠㅠ\n 요즘에는 다 뒤로 미루고 해서 예식장 예약 다 찼다고 하던데\n 그치 요새는 100명밖에 못 들어가잖아...\n 나는 330석이었는데 넘칠 거 예상했었어 ㅠㅠ\n 그거 보다 큰 홀이 있었는데 난 저기가 예뻐서 그냥 감수하고 최대한 안 부르고 넘치면 다른 식당으로 이동하는 걸로 해서 한 거얌\n 결혼식장 예약할 때 어떤 거 어떤 거 결정해야 돼? 결정할 거 되게 많지?\n 꽃 장식도 취향에 따라 선택할 수 있게 돼 있어?\n 내가 알고 있는 거는... 뭐 인원수랑 식 절차 어떻게 할지, 음악 따로 깔고 싶은 거 있는지, 음식, 꽃도 그렇고... 이것밖에 모른다 키키\n 응 그게 거의 대부분이지 뭐~\n 꽃 장식은 스몰 웨딩이면 진짜 취향 세세하게 반영할 수 있을 텐데 그렇지 않고는 뭐 에이 타입 비 타입 이런 식으로 정해져 있는 거 중에 마음에 드는 거 선택하는 정도!?\n 일반 예식장은 선택 안 하는데도 많을 껄 그냥 조화로 되어있어서\n 으 나는 조화 싫어하는데 ㅠㅠ 원하면 생화로도 할 수 있었어?\n 내가 알바 했던 예식장이 3군데였는데 제일 꼬진...? 거기만 조화였고 다른 한 곳은 그냥 중간 정도였는데\n 거기도 생화 썼고 다른 한 곳은 좀 비싼 곳이었는데 진짜 꽃 어마 무시 했다... 근데 많으면 많을 수록 이쁜 건 어쩔 수 없더라고 ㅠㅠ\n 맞아 꽃은 많아야 돼! 나는 생화로 했어서 바꿀 수 있나는 모르겠당 ㅠㅠ\n 생화로 하고 식 끝나면 하객들 다 꽃 가져갈 수 있게 했는데 그렇게 하니까 안 아깝고 좋더라~\n 답례품은 뭘로 했어? 이렇게 물으니까 꼭 결혼 앞두고 있는 사람 같다~\n 미리 말해 두지만 계획 없습니다~\n 엇 답례품은 뭐야? 처음 들어보네\n 요새는 코로나라 식사를 못하고 가는 사람들이 많으니까 와인이나 홍삼 이런 거 주던데 나는 식사 했어서 그날은 답례품 따로 없었고! 식 끝나고 나중에 회사 사람들이나 뭐 이렇게는 쿠키 돌렸음!\n 얼른 코로나 끝나서 결혼식 다들 예쁘게 했으면 좋겠다~\n 그니까... 좀 눈치 안보고 이런 저런 행사 다니고 싶어 ㅠㅠ"
605,일반 대화,친구들은 아직도 군인이에요?\n 근무 중인 친구도 있고 전역한 친구도 있어요\n 진급 못하면 전역해야하는거죠\n 네네 그렇죠\n 군인도 쉬운 직업은 아닌거 같아요\n TO가 생각보다 없다 하더라구요\n 그래도 연금도 나오고 좋을거 같아요\n 대신 어정쩡하게 전역 하면 할게 없죠\n 나이가 그렇겠네요\n 네 저희 삼촌도 마지막 시험에서 진급하셔서 다행이였죠
606,일반 대화,오늘 아침에 거울보는데 왕 여드름 났더라\n 으악 손대서 짜지마 흉터져\n 그래 그런건 피부과 가서 짜야해\n 여드름을 피부과에서 짜?\n 응 압출해달라고 해\n 엄청 아플거야 각오해\n 헉 나 한번도 받아본 적 없어\n 지금까지는 손으로 짰어?\n 적어도 면봉으로 짜야 되는데\n 응 손으로 짰는데 그래서 흉터생겼나\n 손에 세균 많아서 안돼\n 다음부턴 꼭 압출 받아\n 으악 방금 여드름 압출 검색했는데...\n 왜? 뭘 본거야?\n 혹시 유튜브 영상 본건가
607,일반 대화,잡코리아 자주 들어가?\n 자주 안 들어가.\n 나는 종종 들어가.\n 왜 종종 들어가?\n 연봉을 얼마나 주나 보려고.\n 왜 다른 회사 연봉을 봐?\n 그냥 궁금해서 그래.\n 뭐... 그래 그냥 궁금할 수 있지.\n 다른 회사 안 궁금해?\n 나도 가끔 궁금해.
608,일반 대화,너는 빨래 세탁기로 돌리고 그냥 말려?\n 응 건조대에 널어 제습기 틀어 키키\n 헐 너네 집 부르주아니?\n 제습기 틀어도 냄새나는 건 똑같아 키키\n 제습기가 어디 회사 건데?\n 제습기 전문 회사야 키키 좋아 키키\n 그런데 어떻게 냄새가 나지?\n 나는 아예 건조기 돌려 키키\n 세탁기에 건조 기능이 있는 거야?\n 아니 밖에 나가서 건조기 돌리고 와 키키\n 세탁물 안 무거워? 세탁소 안 멀어?\n 바로 앞에 있어서 갈 만해 키키\n 건조하는데 돈은 얼마 드는 거야?\n 나 30분에 3천 원 나와!\n 30분에 삼 천원? 생각보다 저렴하네?\n 응 논산은 내가 알기로 기본 4천 원부터 시작할 걸?\n 맞아 우리 집 앞에도 오천 원이야 ㅠ 너무 비싸
609,일반 대화,인터넷 쇼핑 많이 하는 편이야?\n 나는 하는 것 같아\n 필요한 거 검색해서 구매 키키\n 나는 인터넷 쇼핑 엄청 많이 해!\n 후기를 다들 잘 올려 줘서 믿고 구매해\n 키키 한 달에 어느 정도 해?\n 그러게 키키\n 돈 많이 드는 거 아니야?\n 나는 한 달에 3-4개는 구매하는 거 같아 키키\n 돈도 그만큼 많이 들더라 ㅠ\n 맞아 키키\n 내역 보면 내가 다 구매한 거라 할 말 없음 키키\n 키키 그래도 집 앞에 택배 있으면 기분 좋아지지\n 맞아 키키\n 언박싱이 제일 재밌고 설레 키키\n 키키 신나지\n 아침에 택배 온다는 문자 오면 기분이 좋아\n 키키 아니\n 우리 동네 롯데 택배는 항상 밤 열두 시 이후에 놓고 간다 ㅡㅡ\n 왜 이렇게 늦게 배달을 해 주는 거지? ㅜㅠ\n 헐 그건 너무 늦는 거 아니야?\n 모르겠어\n 항상 그래\n 그래서 다음날 출근할 때 문 앞에서 발견한다 ㅠㅠ\n ㅠ 너무 늦은 밤이면 바로 찾기도 불편하겠다\n 그니깐 ㅜㅜ\n 난 물 시켰는데 문 앞에 놔서 키키\n 한참 낑낑거리고 들어갔어\n 근데 또 그만큼 늦은 시간에 일하시는 것 같아서 아무 말 못 한다 키키\n 그렇지 ㅠㅠ\n 택배 기사분들은 대단하긴 해 ㅠㅠ\n 무거운 것도 배달하고 ㅠ
610,일반 대화,요즘 다크써클이 너무 심해\n 다크써클에 연어나 브로콜리가 좋대\n 소용이 없었나보다.\n 응 그런 것 같아.\n 괜찮아 매력이라고 생각할래\n 퀭한 모습이 가끔 아티스트 같아 보이긴 하지\n 아티스트? 잘 모르겠다 그건\n 고마워 그렇게 봐줘서\n 팬더같이 귀여워 보이기도 해\n 요즘 채식문화도 엄청 유행이던데\n 와 너 채식 해봤어?\n 나 채식 한번 해봤어!\n 오? 채식도 종류가 여러개지않아?\n 진짜 풀만 먹었어?\n 아니 나는 풀만 먹진 않았어~
611,일반 대화,너네는 여자친구 잘 웃겨?\n 나는 웃기는 걸 좋아해\n 나는 잘 웃는 편이야\n 서로 코드가 잘 맞겠다 그럼\n 재밌는사람 좋지 않아?\n 웃게 해주는 사람이 최고지\n 그런 사람 한번 만나보고싶다\n 나도 한번 연애해보고 싶어\n 유머러스한 사람 어디 있나요~\n 같이 있을때 즐거운게 중요하지 뭐\n 그래 웃기는 사람도 웃어주는 사람도 즐거우면 됐지 뭐\n 갑자기 남친 보고싶다\n 나도 목소리나 들어야겠어\n 내 와이프 매일 보고 싶어\n 못말리는 사랑꾼이야 정말~
612,일반 대화,가족들 중 누구랑 제일 잘맞아?\n 음 나는 우리형이랑 젤 잘맞는 거 같애\n 나는 가족이랑 잘 안 맞는 거 같아\n 키키 난 동생키키\n 왜 안맞아 자주 싸워?\n 나도 동생이랑은 쫌... 잘 안맞지\n 자주 싸우기도 하고 의견이 잘 안맞아...\n 키키 난 척하면 척이라 잘 맞아 키키\n 부모님들이 조금 영하시면 자식들이랑 잘맞데 키키\n 진짜 부럽다 나도 그런 가족이 있으면 좋겠어 ㅠㅠ\n 키키 아 그래?\n 나 그래도 오빠랑은 안맞아 ㅜㅜ\n 원래 형제들은 다 잘 안맞지 키키\n 휴 난 동생인데 왜 매일 져줘야 하는지\n 오빠랑은 대화도 잘 안통해 키키\n 나는 동생이랑 성향이 아예 반대라서 자주 싸우지 키키\n 나는 아예 말하는걸 포기했거둔\n 아 키키 그거 까진 안돼 키키\n 나는 자기관리 하고 하는 스타일 동생은 완전 게으르고 자기관리 안 하는 스타일\n 완전 정반대네 진짜 안맞겠다
613,일반 대화,예전에 연애할 때 자주 갔던 식당이 갑자기 가고 싶어졌어\n 난 너무 많은 곳을 갔어서 기억도 안나.\n 고깃집이었는데 너무 맛있었어 또 가고 싶은데 어딘지 기억이 나지 않아\n 나도 기억이 하나도 안나.\n 예전엔 내가 더 좋아했는데 지금은 반대로 되어 버렸어 언니는 요즘 어때?\n 어 나는 요즘 그냥 그런가 하고 괜찮은 것 같기도 하고 잘 모르겠어\n 요즘 내가 감흥이 없는데 나 혼자 권태기 왔나봐.\n 너도 갑자기 그러니 요즘 이상하구나\n 혼자 사는 것도 나쁘지 않은 것 같아. 다 귀찮아 요즘은.\n 그래 이럴 땐 혼자 사는 게 제일 좋을 것 같다\n 비혼모처럼 아이만 키우는 것도 나쁘지 않아보여.
614,일반 대화,미국 물 부족 사태래.\n 미국이 물 부족국가라고?\n 물이 부족해서 힘들대.\n 어쩌다가 그렇게 됐어?\n 물을 막 써서 그랬겠지?\n 우리도 물 막 쓰잖아.\n 우리나라는 삼면이 바다야.\n 그래도 물 아껴써야겠다.\n 우리는 자연을 보호하자.\n 그래 같이 자연 보호하자.
615,일반 대화,너는 알바 한 번도 안 하고 취업 먼저 했어?\n 나 고등학교 때 1년 정도 편의점 알바했어\n 헐 너 어디서 알바했는데?\n 시내에 있는 씨유 편의점 알아?\n 어? 거기 내 친구도 있던 곳 아닌가?\n 오 맞아 아마도 그럴 꺼야 !\n 니가 그 친구 소개 시켜 준 거니? 키키\n 아마 아닐 거 같긴 한데 잘 모르겠다 키키\n 너 고 삼 때 알바 한 거야?\n 고 2에서 고 3까지 했던 거 같아 키키\n 그러면 총 몇 개월 한 거야?\n 1년 좀 넘었었지 않을까 싶어?\n 와 거기서 퇴직금 줬어?\n 아쉽게도 그 당시엔 그런 게 없었어 ㅠ\n 그때 시급이 5천 원 맞나?\n 그때 아마 시급이 그 정도일 꺼야
616,일반 대화,부모님이랑 지금 같이 있는 거야?\n 어 글치 같이 지내고 있지\n 아니 일 안 나가신 거야?\n 아 지금 같이 있냐고 아니 나가셨지 키키\n 주말에도 우리와 같이 열심히 일을 하시는구나 ㅜㅜ\n 글치 주말에도 나가는 사람이 꽤 많아 ㅜㅜ\n 그치 요즘에 일자리가 많이 줄어서 조금이라도 더 벌어야 해 ㅜㅜ\n 맞아 돈 벌어서 집 사야짘 키키\n 오 집 살만큼 돈 버는 중이야?\n 집 살만큼 돈 벌면 그 집도 오르겠지 키키\n 키키 맞아 내 집값 오르는 만큼 다른 집도 오르니까\n 하 진짜 내 말이 그 말이야 ㅜㅜ\n 그래도 어머님 아버님 일하느라 힘드시겠다 ㅜㅜ\n 어 부모님이 힘드시지 ㅜㅜ 어쩔 수 없지 않을까?\n 그치 부모님 좀 있다 집에 오면 어깨 좀 주물러 드려 키키\n 고맙다 꿀팁 주무르고 다 해야지 키키
617,일반 대화,오징어 게임 게임 나온 거 알아?\n 말이 되게 웃기다.\n 드라마 오징어게임을 실제 게임으로 만들었대.\n 우리나라 사람이 만든 게임인가?\n 외국 사람이 만들었다나 봐.\n 외국에서 인기가 어마어마 하구나.\n 나도 한번 해보려고 유튜브로 봤어.\n 어때 재밌어 보여?\n 아니 엄청 어려워보이더라.\n 최후 1인까지 남는 게 쉽지 않을 거 같아.
618,일반 대화,"다들 지금 만나는 사람 있어?\n 웅~ 나는 귀염둥이랑 만나는 중~ ^^\n 커헉... 바로 뼈 때리는 거 반칙 아닌가...\n 키키 귀염둥이랑 부럽네\n 키키 솔로는 웁니다\n 키키 얏호\n 다들 연애 왜 안 해~?!\n 키키 난 상대가 아직 없나 봐...\n 왜 안 한다고 생각해? 키키 츠암\n 키키 ㅎ,어,~! 다 짝이 있는데 아직 안 나타났나 봐,!\n 키키 마음 아파\n 이거 경쟁전인 거야...?\n 키키 좀 슬프네\n 우리 그래도 빛이 나는 솔로야 키키\n 키키 마저…!\n 솔로도 장점이 많자나!?.,\n 그... 그렇지\n 다들... 무섭네 하하\n 키키 혼자 음 편하고 신경 쓸 거 없는 거?\n 키키 혼자 여행도 가능하자나! 눈치 안 보구~ ^^\n 그렇징\n 가끔씩 혼자가 좋을 때가 있긴 해\n 키키 그래도 추워지니깐 좀 옆구리가 시리네\n 핫초코 마시며 기운 차리자~ ^^\n 껄껄 너무 시리다 보면 괜찮아져..."
619,일반 대화,너는 관절 말고 아픈 곳은 딱히 없어?\n 너는 관절 말고 아픈 곳은 딱히 없어?\n 너는 관절 말고 아픈 곳은 딱히 없어?\n 너는 관절 말고 아픈 곳은 딱히 없어?\n 너는 관절 말고 아픈 곳은 딱히 없어?\n 너는 관절 말고 아픈 곳은 딱히 없어?\n 너는 관절 말고 아픈 곳은 딱히 없어?\n 너는 관절 말고 아픈 곳은 딱히 없어?\n 너는 관절 말고 아픈 곳은 딱히 없어?\n 너는 관절 말고 아픈 곳은 딱히 없어?\n 너는 관절 말고 아픈 곳은 딱히 없어?\n 너는 관절 말고 아픈 곳은 딱히 없어?\n 너는 관절 말고 아픈 곳은 딱히 없어?\n 너는 관절 말고 아픈 곳은 딱히 없어?\n 너는 관절 말고 아픈 곳은 딱히 없어?\n 음 안경 안 쓴 사람이 부러워 ㅜㅜ
620,일반 대화,너 지금 성범죄자가 전자발찌 끊고 도주한 거 알아?\n 아 진짜 그런 사건은 첨 들어봐!\n 그렇다고 하네 전자발찌가 제대로 그 기능을 하는 걸까?\n 그러게 제대로 안 되니까 그런 일이 발생하는 거 아닐까?\n 진짜 조심해야겠다 너도 조심해!\n 그래 너도 근데 화이자 접종 했는데 목숨 위태한 기사 봤어?\n 그 24살 초등학교 교사 말이야?\n 어 맞아 이게 접종 하는 게 맞는 건지 모르겠다 ㅜㅜ\n 나 그래서 안 맞는다고 했잖아 24살이면 우리보다 어린데 ㅜㅜ\n 그니까 너무 목숨이 아깝다 교사 되려고 공부 열심히 했을텐데 ㅜㅜ\n 맞아 24살이면 완전 꽃다운 나이지 ㅜㅜ\n 어 공부한다고 연애도 안 했을 거 아니야 ㅜㅜ\n 그거 모르지 암튼 내장이 다 썩어들어갔대 ㅜㅜ\n 허 심각하다 말로만 들어도 이런데 당사자는 오죽 할까?\n 그러니까 가족들이 자기 아들 오빠 살려달라고 청원을 올렸대\n 진짜? 너무 고생이 많으시겠다
621,일반 대화,강아지가 포도 먹어도 되니?\n 아니. 포도 먹으면 위험해\n 샤인머스캣은?\n 샤인머스켓도 안 돼\n 건포도는?\n 포도 종류는 다 안 된다고 보면 돼\n 그렇구나. 어디에 안 좋은 거야?\n 강아지들 신장에 안 좋다고 하네\n 과일이라 괜찮은 줄 알았는데\n 과일 중에서도 되는 게 있고 안되는 게 있어
622,일반 대화,예전에 버스요금 종이로 낸 거 기억나?\n 키키 아 키키 키키 할모니! ㅜㅜ언제적 얘기를 하시눈 거에욧!\n 키키 기억도 안 나는 세대를 기억나게 하시네!\n 키키 갑자기 생각나서 그랬다 키키\n 할머니라니...!\n 키키 키키 진짜 기억 안 날 뻔했네 와 ㄹㅇ루 ㅜㅜ대박이네;\n 요즘은 폰으로도 하는 시대\n 키키 생각해보니까 신기하네 그땐 그랬구만...\n 세상 많이 발전 했어 키키\n 이래 될 줄이야 키키\n 키키 긍게 ㅜㅜ 환승 생긴 것도 ㄹㅇ 혁명이구~!\n 역시 시대가 지나니까 좋아지긴 하는구만\n 맞아 환승 3번 개이득!\n 키키 개이득! 카드를 쓸 수 밖에 없는 환경!\n 키키 카드 없인 못 타지 이제 필수여~\n 이제 버스 기사님 현금 내는 거 싫어하잖아\n 키키 아 진짜 ㅜㅜ? 돈 거슬러주기 귀찮으신가\n 현금 이제 내기도 귀찮고 거슬러주기도 귀찮은가벼...\n 카드 갖고 다니라고 하던데 키키\n 키키 ㅜㅜ 힝 놓고 올 수도 이짜나요!\n 예전에 현금 낼 때 오천 원짜리 내면 동전 부자\n 키키 그니까! 나는 현금도 좋은 걸...!
623,일반 대화,우리 애견카페 갈까\n 좋다. 우리 강아지 사회성 길러야해. 같이 가자.\n 가면 강아지 없이 도 입장 가능하고 거기 있는 강아지들과도 잘 놀더라고\n 우리아이도 좋아하더라고.\n 오늘 가봐야겠다.\n 우리 아이도 같이 데려 갈려고 다 같이 만나서 가면 되겠다\n 그런데 애견카페에 대형견이 오는 건 좀 무서워.\n 왜 나는 대형견 때문에 가는 건데 너무 이뻐\n 아이는 좋아하는데 우리 강아지가 너무 작아서 무서워 하더라.\n 가면 작은 강아지들이 더 많으니까 괜찮을 거야\n 작은 강아지들이랑 놀게 해야되겠다.
624,일반 대화,오겜 덕분에 반스 흰색 운동화 매출 엄청 올랐대\n 오겜? 오겜이 뭐야?\n 처음 들어보는데\n 오징어게임 아니야?\n 재밌잖아 그거\n 키키 거기서 다들 흰색 운동화 신었잖아\n 앜 키키 오징어게임 키키 그것도 줄임말 쓰는거야?\n 나도 나이 먹었나보네 ㅠㅠ\n 그게 반스거였구나 이쁘긴 하던데\n 키키 반스 슬립온 키키 해외에서 난리인가봐\n 아 진짜?\n 신발에 집중을 안 해서 그런가 뭔지도 모르겠네 키키\n 나도 이참에 하나 사볼까?\n 키키 지금 재고 있을라나 인기 많던데\n 와 진짜 대박이다\n 역시 인기 드라마이긴 한가보다\n 기다렸다가 사면 되지않을까?\n 해외에서 70프로나 판매량 급증 했다더라\n 헐 키키  근데 그것도 좀 있으면 재고 넘처날 거 같은데 키키\n 곧 인기 식어서 괜찮을 거 같아\n 키키 맞아 좀 있다가 한번 봐봐\n 요즘엔 넷플에 마이네임? 그게 인기 엄청 많다고 하던데\n 마이네임은 무슨 드라마야?
625,일반 대화,"어벤저스 시리즈는 볼때마다 뭐가 뭔지 모르겠어.\n 그거 관련 시리즈 다 봐야 이해가 가능해.\n 그냥 어벤저스 시리즈 말고?\n 아이언맨부터 시작해서, 헐크나 캡틴 아메리카 이런거 다 봐야 이해가 돼\n 한 두 편이 아니잖아!\n 나도 그중에 몇 시리즈는 못 봤어.\n 난 그냥 리뷰에서 줄거리 볼래, 직접 다 보는건 힘들어~\n 나도 그래야 겠다, 키키\n 어벤저스 엔드게임 보는데 후반 부분에서 도대체 그 많은 사람들은 뭐지 했어.\n 그 많은 시리즈 사람들 다 한 번씩 나와야 하잖아, 키키"
626,일반 대화,아버지는 요즘에도 일 잘 다니셔?\n 우리 아빠 지금은 일 그만뒀어\n 아 그래? 그때 몸이 안 좋으시다고 하더니 ㅜ\n 맞아 ㅠ 당뇨 때문에 눈이 많이 안 좋아져서\n 당뇨는 유전이 큰데 너 괜찮아?\n 키키 아직은 별 문제 없는데 조심해야지\n 그렇구나 아버님 계속 약 드시겠네?\n 맞아 병원에 자주 가야 돼 그래서\n 그러면 지금 아버님이랑 같이 있는 거야?\n 아니 아빠는 지금 인천에서 할머니랑 있어 키키\n 그렇구나 요양하러 가신 거야?\n 요양은 아니구 일하러 갔다가 정착이지\n 그러면 아버님이랑 자주는 만나?\n 아빠 안 본 지 1년은 넘은 거 같아 키키\n 그거 코로나 때문에 그런 거야?\n 응 아빠가 오지 말라고 그러네
627,일반 대화,나중에 자녀가 공부를 안 하면 어떨 것 같으세요?\n 본인 인생입니다. 안 하면 어쩔 수 없는 것이지요.\n 저는 그냥 내버려둘 것 같아요.\n 저도 그렇게 컸거든요\n 아이에게 자꾸 기대하는 게 사람 마음일까요?\n 내 사람이니 기대할 수 밖에요.\n 부모라면 어쩔 수 없는 마음일 것 같아요\n 나부터 교육을 다시 받아야겠다는 생각이 들어요\n 왜 그런 생각이 드셨을까요?\n 부모가 공부를 하면 자녀도 보고 배운다고 하더라고요\n 자녀에게 기대하지 않을 방법은 무엇일까요?\n 옆집 아이라는 생각으로 바라보세요.\n 본인의 자기개발에 힘쓰면 자녀도 따라 배울 거예요
628,일반 대화,요즘 관심있는 운동 있어요?\n 저는 요즘 골프가 그렇게 관심이가요.\n 왜요? 주변에서 많이 하나요?\n 네 맞아요. 너나 할 것 없이 골프를 배우니깐요.\n 하고 싶어서 그런거죠?\n 아니요. 솔직히 하고 싶지는 않는데...\n 그런데요? 왜 관심이가요?\n 근데 요즘에 회사 생활 하면서 골프를 안 할 수가 없더라구요.\n 네네 무슨 말인지 알겠어요. 남들 다 하는데 안할 수도 없죠.\n 그런데 솔직히 돈이 아까워서 못 할 것 같아요.
629,일반 대화,다들 당근 거래 자주 해?\n 아니\n 나는 당근 거래 한번도 안해봤어\n 나도 아직 한번도 안해봤어\n 나도 안해봤는데 주위에 엄청 많이 하드라\n 맞어 놀면 뭐하니에서도 이상한 것도 많이 팔고 그러던데\n 오 나도 한번 써볼까?\n 키키 맞아 같이 밥 먹기 이런 거 키키 신기해\n 그니깐 키키 대박이긴하더라 보고 깜짝 놀랬잖아 저런 것도 파는구나 키키\n 진짜 이것저것 신기한게 많구나\n 신기해 키키\n 난 물건만 파는 줄 알았는데 키키\n 나도 키키\n 근데 내 동생은 당근 자주 이용하더라\n 그럼 주로 뭐뭐 이용해?\n 별거 다 있던데 키키\n 애들 옷이나 신발 이런 거?\n 내 동생은 그냥 가전제품 이런 거 자주 사더라\n 나도 가전제품 사야하는데 찾아봐야겠다\n 심심할때 구경하는 것도 나쁘지 않아 키키\n 근데 직거래는 좀 위험할 수도 있긴 하겠더라\n 직거래는 왜?\n 범죄 때문에?\n 그래?
630,일반 대화,다들 시험 전이니까 건강 관리하자...\n 웅웅 진짜 ㅠㅠ 요즘 계속 소화가 잘 안 되는 것 같아 키키\n 이게 다 예민해져서 그래\n 언니 무슨 즙 먹지 않았어?\n 진짜? 다들 요즘 밥 잘 못 먹더라 무슨 일이야 왜 그래\n 그 양배추 즙? 키키 웅웅 먹는다!\n 오늘 그러고 보니 안 먹었넹\n 그거 먹은 거 효과 어때?\n 맞아 어때 나도 먹어볼까\n 다들 뭐 먹는 영양제 있어?\n 그냥 식도염 안 심해지려고 먹는 거라 뭐가 크게 개선되는 건 아니야.\n 나 홍삼 먹는데 옛날에는 몰랐는데 지금은 차이가 큰 게 느껴져!\n 진짜? 홍삼 먹으니까 어때?\n 나도 어릴 때 많이 먹었었는데~\n 너 홍삼 먹어? 키키 웃기당 뭔가 키키\n 홍삼 먹은 날 안 먹은 날 몸의 힘든 차이가 느껴져서 신기했어 키키\n 오 신기하다 홍삼 먹으면 몸에 열 나지 않아?\n 너한테 잘 받나 보다\n 그거 몸에 열 많은 사람이  먹으면 안되잖아\n 근데 나 원래 손발 차가워서 뜨거워지고 이런 거 잘 모르겠더라?\n 맞아 손발은 아무리 해도 안 따뜻해져\n 둘 다 몸 엄청 찬가 봐\n 나도 그래서 찬 성분 음식 먹지 말라고 한의원에서 그랬어\n 그러면 다들 홍삼 몸에 잘 받는 거 아니야?\n 그렇구나 나도 한의원 가봐야겠다\n 한의원 가면 맥박 짚고 다 알려주잖아\n 나는 근데 홍삼을 챙겨서 먹어본 적이 없어서 모르겠어...\n 나도 한의원 가봤는데 기억이 안 나네\n 홍삼 예전에 먹은 거라 모르겠다\n 지금 먹으면 잘 받는지 알 수 있을 거 같아\n 키키 전에 한의원 가서 체질 검사 해봤는데 어떻게 나왔었는지 기억도 안 나.\n 이참에 홍삼 먹어보자!
631,일반 대화,갑자기 모기가 너무 많아졌어\n 와 나도 ! 정말 모기때문에 미칠 지경이야\n 오히려 한여름보다 요즘 더 심해\n 이번 여름이 유난히 더워가지고 모기가 없었데\n 아 그래? 그정도로 더웠나?\n 나도 얘기 들었어\n 그런데 날씨가 조금 선선해지기 시작해서 모기가 엄청 생겼다고 하더라고\n 나 진짜 아직도 모기장 못걷었어\n 나는 맨날 모기 소리때문에 잠을 설쳐\n 난 진짜 여름 엄청 더운것도 참겠는데 모기는 너무 싫어\n 인정 모기 정말 최악이야\n 나는 봄이 모기가 없어서 좋기도 했나봐\n 아 갑자기? 모기가 진짜 존재감이 난리나지\n 한마리가 윙 하는 순간 잠에서 확\n 아 그 기분 생각하고 싶지 않다
632,일반 대화,니 남친은 술 먹고 어떤 얘기 해?\n 술 먹고 군대에서 축구한 얘기해 키키\n 역시 남자들은 다 똑같구나!\n 너 남자친구도 군대 축구 얘기해? 키키\n 그럼 당연하지 국룰 아니겠니?\n 맞아 키키 다른 얘기는 안 해?\n 맞아 군대에서도 삼겹살 파티한다더라?\n 아 진짜 그 얘기는 처음 들어본다 키키 신기해\n 그러니까 솥에다가 구워 먹는대!\n 솥에다가 삼겹살 파티? 술도 먹는대?\n 술을 거기서 먹을 수 있을까?\n 오 술까지 있으면 진짜 맛있겠다 키키\n 그때는 다 애였으니까 콜라면 충분했겠지!\n 20살에 콜라는 용납할 수 없어 키키\n 갑자기? 콜라가 얼마나 좋은 약인데!\n 맞아 내 소화제도 콜라야 키키
633,일반 대화,미용사들 힘들어보여\n 내 친구도 미용사인데 힘들대\n 계속 서 있어서 그런가?\n 서비스직이라 그런가봐\n 정말 진상손님도 많고\n 하긴 휴일도 부족하지\n 미용사분들 존경스럽다\n 정말 너무 리스펙해\n 미용사 자격증도 따기 힘들잖아\n 미용 자격증 비싸\n 수강료가 엄청 비싸?\n 나도 비싸다고 들었어\n 재료비가 많이 든대\n 재료비가 많이 비싸구나\n 연습하려면 모델도 구해야해서
